skill_name,skill_link,skill_description
Akkad Bakkad bambe bo! Indian Rhyme,https://www.amazon.com/Keyring-Corp-Akkad-Bakkad-bambe/dp/B07KRVHKTV/ref=sr_1_181?dchild=1&qid=1624575132&rnid=14284832011&s=alexa-skills&sr=1-181,"This Alexa skill plays akkad bakkad bambe bo rhyme which is Indian Hindi rhyme.  Thanks. We have updated the skill with a more smooth and fault-free experience. We are continuing the legacy of the previous skill with a more advanced and smooth voice experience. akkad bakkad Indian Rhyme will take you on an adventurous ride to the childhood. Whether it is time to sleep or dinner, play this rhyme for kids and your kid will love it. Steps for using the skill: Session 1: User: Alexa, open akkad bakkad Alexa: Starting akkad bakkad, you can say start or begin User: Start / Begin Alexa: Playing akkad bakkad User: Alexa, next User: Alexa, stop User: Alexa, shuffle User: Alexa, next / previous User: Alexa, resume User: Alexa, start over User: Yes/No Session 2: User: Alexa, open akkad bakkad Alexa: You were listening to akkad bakkad already, Would you like to resume? User: No Alexa: <Alexa starts over to play the audio from start> You are listening to the akkad bakkad rhyme. You can say, Next or Previous to navigate through the playlist. At any time, you can say Pause to pause the audio and Resume to resume. Session 3: User: Help Alexa: You are listening to the akkad bakkad. You can say, Next or Previous to navigate through the playlist. At any time, you can say Pause to pause the audio and Resume to resume. Once invoked, Alexa will automatically start the conversation and play the audio. Sit back, relax, and enjoy the rhyme of akkad bakkad. To start again on finishing one story, you can ask Alexa to open it again. When you reach the bottom of the playlist, try saying, Alexa, start over or Alexa, shuffle The skill plays Hindi Audio."
Radio Doudou,https://www.amazon.com/Sqound-Radio-Doudou/dp/B07K2GVXQ5/ref=sr_1_193?dchild=1&qid=1624575134&rnid=14284832011&s=alexa-skills&sr=1-193,"Radio Doudou is a music radio entirely dedicated to babies. 24 hours a day, 7 days a week and for free, find a program adapted to baby's ears. From birth, your child will be able to have fun discovering sounds, rhythms and different languages, over a varied selection of soft, melodic and catchy music. Nursery rhymes, lullabies, but also great standards of classical, jazz, and even pop: Radio Doudou, it's the music box for little ones ... and older though! A program that entertains children, enchants parents, accompanies the childcare professional. Enjoy listening Radio doudou on Alexa! Note: If you encounter a problem with this one please send an email at sqound@gmail.com Please note that this skill is not affiliated with Radio Doudou."
Listen to The Founder's Mind Podcast,https://www.amazon.com/Adam-Mutschler-Listen-Founders-Podcast/dp/B07L3PW85H/ref=sr_1_178?dchild=1&qid=1624575132&rnid=14284832011&s=alexa-skills&sr=1-178,"This Alexa skill allows you to listen to The Founder's Mind a podcast exploring the inner workings of founders. Illuminating the inner thoughts and digging into what drives them and uncovering the often lost perspective of challenges in being a founder. Hosted by Adam Mutschler, an executive coach and partner of The Kedar Group."
Old MacDonald Had A Farm,https://www.amazon.com/Old-MacDonald-Had-A-Farm/dp/B07HVV7HN4/ref=sr_1_200?dchild=1&qid=1624575134&rnid=14284832011&s=alexa-skills&sr=1-200,"Old MacDonald Had A Farm provides an interactive version of the favorite childhood song. You pick the animals that Old MacDonald had on his farm, and sing along with each verse. Animals include favorites such as the cow, pig, horse, duck, dog as well as others. For times when you do not want the interactivity, the skill can choose random animals."
Pinkfong Baby Shark,https://www.amazon.com/SmartStudy-Pinkfong-Baby-Shark/dp/B07KRR5RB5/ref=sr_1_182?dchild=1&qid=1624575132&rnid=14284832011&s=alexa-skills&sr=1-182,"** Baby shark, doo doo doo doo doo doo ** Listen to the original Pinkfong Baby Shark song! Use any of the following Alexa commands to play the song: “Alexa, play Baby Shark” “Alexa, start Baby Shark” “Alexa, open Baby Shark” Please leave a 5-star review if you love this skill! Copyright © 2016 Smart Study Co., Ltd. All Rights Reserved."
Ketnet Hits,https://www.amazon.com/VRT-Ketnet-Hits/dp/B07J1VZMVK/ref=sr_1_199?dchild=1&qid=1624575134&rnid=14284832011&s=alexa-skills&sr=1-199,"Ketnet Hits (VRT)  is a non-stop radio with music for kids. To start listening, just say ""Alexa, open Ketnet Hits"" or ""Alexa, start Ketnet Hits"".   At anytime, you can stop listening to ketnet Hits by saying ""Alexa, stop""."
Paul Rabbit and the Painting Contest,https://www.amazon.com/Artcue-Paul-Rabbit-Painting-Contest/dp/B07JJDSXWY/ref=sr_1_197?dchild=1&qid=1624575134&rnid=14284832011&s=alexa-skills&sr=1-197,"In this charming and easy-to-follow children's story your child will help out Paul Rabbit, a furry farmer who needs lots of eggs for the egg painting contest. Designed with very young listeners in mind, this treat will be your child´s favorite in no time. The season-independent story is around 10 minutes long, features various narrators and is accompanied by 24 beautiful hand-painted pictures."
Chinese 300 Tang Poems,https://www.amazon.com/JJ-Chinese-300-Tang-Poems/dp/B07JBHF5KF/ref=sr_1_198?dchild=1&qid=1624575134&rnid=14284832011&s=alexa-skills&sr=1-198,"The Three Hundred Tang Poems is an anthology of poems from the Chinese Tang dynasty (618 - 907), often considered as the Golden Age of Chinese poetry. This Tang Poems skill introduces you the most famous Tang poems with some Chinese traditional background music.  It contains the voice of adult and child, so it would help your little ones to learn the poems. It understands the commands like Alexa Pause, Alexa Stop , Alexa Continue, Alexa Next or Alexa Previous. Hope you enjoy it and give us a 5-start rating. Thanks very much."
baby dream sound,https://www.amazon.com/Dyan-Eleuterio-baby-dream-sound/dp/B07FJLBCFQ/ref=sr_1_207?dchild=1&qid=1624575134&rnid=14284832011&s=alexa-skills&sr=1-207,"baby dream sound is a skill to help kids relax. You can say: ""Alexa, open baby dream sound"" ""Alexa, start baby dream sound"" ""Alexa, launch baby dream sound"" Please leave a 5-star review if you love this skill, or send us an email with your suggestions at tellmeskill@gmail.com Your 5-star reviews encourage us to keep making more great skills, thanks!"
Kid friendly movie lines,https://www.amazon.com/RDSkillz-Kid-friendly-movie-lines/dp/B07FF1S6ST/ref=sr_1_208?dchild=1&qid=1624575134&rnid=14284832011&s=alexa-skills&sr=1-208,"Favorite kid friendly movie lines is a great way to remember some of your favorite  movies and get some laughs at school, or with friends.  You can easily be the movie line person inserting funny, and classic movie lines at will. You can say: ""Alexa, open kid friendly movie lines"" ""Alexa, start kid friendly movie lines"" ""Alexa, launch kid friendly movie lines"" Please leave a 5-star review if you love this skill, or send us an email with your suggestions ryan.dupraw@gmail.com.  Your 5-star reviews encourage us to keep making more great skills, thanks!"
Baby Helicopter,https://www.amazon.com/Storyline-Inc-Baby-Helicopter/dp/B07FM3TLBG/ref=sr_1_206?dchild=1&qid=1624575134&rnid=14284832011&s=alexa-skills&sr=1-206,"Baby Helicopter is a children's song about a helicopter. PINKFONG Songs for Children. You can say: ""Alexa, open Baby Helicopter"" ""Alexa, start Baby Helicopter"" ""Alexa, launch Baby Helicopter"" Please leave a 5-star review if you love this skill. Your 5-star reviews encourage us to keep making more great skills, thanks!"
Relaxing Sounds : Baby Music Box,https://www.amazon.com/Relaxing-Sounds-Baby-Music-Box/dp/B07FNMJ57G/ref=sr_1_204?dchild=1&qid=1624575134&rnid=14284832011&s=alexa-skills&sr=1-204,"Relaxing Sounds : Baby Music Box skill helps you sleep peacefully or block out unwanted noise at work or home. You'll be able to sleep better, stay focused, study without interruption, relax quickly, meditate more effectively. Just relax and feel the activation of different brain centers as you go deeper with each sound. By default, the sound will play until you stop it. To stop the music, say ""Alexa, stop.” To resume it again, say ""Alexa, resume."" Sound credit : orangefreesounds"
Quantum Guitar Tuner,https://www.amazon.com/Quantum-Development-Guitar-Tuner/dp/B07G77SZ42/ref=sr_1_203?dchild=1&qid=1624575134&rnid=14284832011&s=alexa-skills&sr=1-203,This skill will play specific notes aloud for you to help tune your guitar.
Relaxing Sounds : Baby Bedtime Lullaby,https://www.amazon.com/Relaxing-Sounds-Baby-Bedtime-Lullaby/dp/B07FNHY4HJ/ref=sr_1_205?dchild=1&qid=1624575134&rnid=14284832011&s=alexa-skills&sr=1-205,"Relaxing Sounds : Baby Bedtime Lullaby is a skill to help parents who play soothing lullabies to help their baby sleep. By default, the sound will play until you stop it. To stop the music, say ""Alexa, stop.” To resume it again, say ""Alexa, resume."""
Baby Song,https://www.amazon.com/My-Tom-Baby-Song/dp/B07JY84HKZ/ref=sr_1_196?dchild=1&qid=1624575134&rnid=14284832011&s=alexa-skills&sr=1-196,Random songs for children every time you open skill. Ask Alexa open Baby song. Enjoy!
Stop baby crying,https://www.amazon.com/miyuyu-Stop-baby-crying/dp/B07GTW61BP/ref=sr_1_202?dchild=1&qid=1624575134&rnid=14284832011&s=alexa-skills&sr=1-202,"""Stop baby crying"" is a skill that plays environmental sounds which make a baby stop crying. It plays the sounds like a vacuum cleaner, a hair dryer and TV fuzz for a minute and 20 seconds. ""Alexa, open Stop baby crying"" ""Alexa, start Stop baby crying"" ""Alexa, launch Stop baby crying"" Let’ say above and get started."
clean up,https://www.amazon.com/miyuyu-clean-up/dp/B07HLQ3698/ref=sr_1_201?dchild=1&qid=1624575134&rnid=14284832011&s=alexa-skills&sr=1-201,"""clean up"" is a skill that plays a song which makes the baby feel enjoy cleaning.  ""Alexa, open clean up"" ""Alexa, start clean up"" ""Alexa, launch clean up"" Let’ say above and get started. --lyrics-- Drawing toys, cute dolls, colorful balls Everyone it’s time to go home We played a lot today too Let’s have fun again tomorrow Origami, picture books, many blocks Everyone it’s time to go home I wanna play a little bit more But we had enough fun today Everyone everyone let’s clean up Did we clean up all the toys? Now it’s clean, it feels great! Let’s have fun again tomorrow Lyrics／miyuyu＆4 year old daughter Composition／emiglia vocal／Joanna koike © 2018 miyuyu"
Kid Song,https://www.amazon.com/My-Tom-Kid-Song/dp/B07K229SVC/ref=sr_1_194?dchild=1&qid=1624575134&rnid=14284832011&s=alexa-skills&sr=1-194,Top Best Songs for Children. Ask Alexa open Kid song. Enjoy!
Hindi Rhymes,https://www.amazon.com/Vocaid-Apps-Hindi-Rhymes/dp/B07K1ZGDZH/ref=sr_1_195?dchild=1&qid=1624575134&rnid=14284832011&s=alexa-skills&sr=1-195,"No need others to play Nursery Rhymes for you when Alexa is here to sing you a rhyme! To launch, just say -- Alexa, play Hindi Rhymes You can stop, pause, resume and also start from beginning as well. Commands are: 1. Alexa, stop 2. Alexa, pause 3. Alexa, resume 4. Alexa, start over"
Guitar Pro,https://www.amazon.com/Rahul-Sharma-Guitar-Pro/dp/B07FDF1PKK/ref=sr_1_209?dchild=1&qid=1624575136&rnid=14284832011&s=alexa-skills&sr=1-209,This is a guitar utility for musicians. We currently have the guitar tuner only but will be adding new and awesome features very soon.
magical ocean sound,https://www.amazon.com/Dyan-Eleuterio-magical-ocean-sound/dp/B07F7VH1YX/ref=sr_1_218?dchild=1&qid=1624575136&rnid=14284832011&s=alexa-skills&sr=1-218,"magical ocean sound is a skill to help kids relax. You can say: ""Alexa, open magical ocean sound"" ""Alexa, start magical ocean sound"" ""Alexa, play magical ocean sound"" Please leave a 5-star review if you love this skill, or send us an email with your suggestions at tellmeskill@gmail.com Your 5-star reviews encourage us to keep making more great skills, thanks!"
forest lake relaxation sound,https://www.amazon.com/Dyan-Eleuterio-forest-relaxation-sound/dp/B07F7T2G3H/ref=sr_1_219?dchild=1&qid=1624575136&rnid=14284832011&s=alexa-skills&sr=1-219,"forest lake relaxation sound is a skill to help kids relax. You can say: ""Alexa, open forest lake relaxation sound"" ""Alexa, start forest lake relaxation sound"" ""Alexa, launch forest lake relaxation sound"" Please leave a 5-star review if you love this skill, or send us an email with your suggestions at tellmeskill@gmail.com Your 5-star reviews encourage us to keep making more great skills, thanks!"
rainfall relaxation sound,https://www.amazon.com/Dyan-Eleuterio-rainfall-relaxation-sound/dp/B07F7WKTZ7/ref=sr_1_215?dchild=1&qid=1624575136&rnid=14284832011&s=alexa-skills&sr=1-215,"rainfall relaxation sound is a skill to help kids relax. You can say: ""Alexa, open rainfall relaxation sound"" ""Alexa, start rainfall relaxation sound"" ""Alexa, launch rainfall relaxation sound"" Please leave a 5-star review if you love this skill, or send us an email with your suggestions at tellmeskill@gmail.com Your 5-star reviews encourage us to keep making more great skills, thanks!"
temple sound,https://www.amazon.com/Dyan-Eleuterio-temple-sound/dp/B07F7VHNZ9/ref=sr_1_217?dchild=1&qid=1624575136&rnid=14284832011&s=alexa-skills&sr=1-217,"temple sound is a skill to help kids relax. You can say: ""Alexa, open temple sound"" ""Alexa, start temple sound"" ""Alexa, launch temple sound"" Please leave a 5-star review if you love this skill. Your 5-star reviews encourage us to keep making more great skills, thanks!"
alpha sound waves,https://www.amazon.com/Dyan-Eleuterio-alpha-sound-waves/dp/B07F7WF3R8/ref=sr_1_216?dchild=1&qid=1624575136&rnid=14284832011&s=alexa-skills&sr=1-216,"alpha sound waves is a skill to help kids relax. You can say: ""Alexa, open alpha sound waves"" ""Alexa, start alpha sound waves"" ""Alexa, play alpha sound waves"" Please leave a 5-star review if you love this skill. Your 5-star reviews encourage us to keep making more great skills, thanks!"
ChuChu TV,https://www.amazon.com/ChuChu-TV-Studios/dp/B07DSCWJ1V/ref=sr_1_224?dchild=1&qid=1624575136&rnid=14284832011&s=alexa-skills&sr=1-224,"ChuChu TV, World's Most Watched Kids Education Channel Online - Now as a skill on Alexa! Songs from Nursery Rhymes, Funzone and Storytime are the available categories. To get started, just say ""Alexa, Open ChuChu TV"" & then ""Alexa, Play Nursery Rhymes"" or ""Alexa, Play Stories"" and enjoy from our 100s of audio songs.  Play Nursery Rhymes Play Funzone Play Stories  Play Color Songs  Play Animal Songs  Play Sea World Play Twinkle Twinkle  Play Rain Rain Go Away  Play All"
Kannada Rhymes,https://www.amazon.com/SHREESH-Kannada-Rhymes/dp/B07DZDYXFF/ref=sr_1_221?dchild=1&qid=1624575136&rnid=14284832011&s=alexa-skills&sr=1-221,"This is unique collection of top traditional Kannada Rhymes with catchy music for babies and children. You can play all the availables rhymes in pre-defined order. You should be able to Pause & Resume the playing rhyme and also navigate between Next and Previous rhymes. You can launch the skill with phrases like “Alexa, open kannada rhymes” or “Alexa, start kannada rhymes”, “Alexa, load kannada rhymes” etc. Currently available kannada rhymes are: Naayimari – “Naayi Mari Naayi Mari Tindi Beke” Ondueradu – “Ondu Eradu Baalele Haradu” Timma – “Thotake Hogo Thimma” Gaalipata – “Annanu Maadida Gaalipata” Chandamama – “Chandamama Odi Baa” Aaanebantu – “Aane Banthondu Aane” Gunda – “ Undadi Gunda” Puttapaapu – “Namma Maneyali Ondu Putta Paapu” Kudure – “Hai Hai Kudure” Rottiangadi – “Rotti Angadi Kittappa” Busbantu – “Bus Bantu Bus” Puttamagu – “Maguvina Kanngalu” Dinachari – “Dinachari (Good Habits) Added few more new rhymes: Bekke - ""Bekke Bekke Muddina Sokke"" Nakshatra - ""Miri Miri Minuguva Nakshatra"" Sampattu - ""Hattu Hattu Ippattu, Totake Hodanu Sampattu"" Also please try my other skills - ""Famous Rhymes"" (English Rhymes), ""Sanskirt Shloka"" and ""Shri Ram Raksha Stotra"", these all skills work in play all mode :) New Skill Coming Soon : ""Kannada Kids Time"""
This Week in Vinyl,https://www.amazon.com/100-Vinyl-Podcast-This-Week/dp/B07DVFPM4L/ref=sr_1_223?dchild=1&qid=1624575136&rnid=14284832011&s=alexa-skills&sr=1-223,'This Week in Vinyl' is the flash briefing every vinyl addict should follow so they never find themselves having to pay the eBay upcharge after missing out on the latest releases and reissues on the most immersive music medium known to man.
Baby Bedtime Lullaby,https://www.amazon.com/Interactive-Consultants-Baby-Bedtime-Lullaby/dp/B07DW3PV75/ref=sr_1_222?dchild=1&qid=1624575136&rnid=14284832011&s=alexa-skills&sr=1-222,"Baby Bedtime Lullaby is a skill to help you make your baby put to sleep peacefully. Here's a lullaby that really works on babies: ""In the Lullaby"" (Music by Pedro) on repeat for 6 hours. One of the best lullabies for babies to go to sleep. Instrumental music to put your baby to sleep, with dark screen, no light. The black screen helps the relaxation.  You can say: ""Alexa, open Baby Bedtime Lullaby"" ""Alexa, start Baby Bedtime Lullaby"" ""Alexa, launch Baby Bedtime Lullaby"" Please leave a 5-star review if you love this skill, or send us an email with your suggestions at bigeasystores.com@gmail.. Your 5-star reviews encourage us to keep making more great skills, thanks!"
dream sound,https://www.amazon.com/Dyan-Eleuterio-dream-sound/dp/B07F7WQBMZ/ref=sr_1_214?dchild=1&qid=1624575136&rnid=14284832011&s=alexa-skills&sr=1-214,"dream sound is a skill to help you kids relax. You can say: ""Alexa, open dream sound"" ""Alexa, start dream sound"" ""Alexa, play dream sound"" Please leave a 5-star review if you love this skill. Your 5-star reviews encourage us to keep making more great skills, thanks!"
Cheeky Sleepy Baby,https://www.amazon.com/Inspire-Club-Cheeky-Sleepy-Baby/dp/B07DZH1TZF/ref=sr_1_220?dchild=1&qid=1624575136&rnid=14284832011&s=alexa-skills&sr=1-220,"Cheeky Sleepy Baby is a skill that plays over 60 mins of nursery collections your kids would love. Cheeky Sleepy Baby will loop automatically and continue playing until you say ""Alexa, Stop"". You can pause the sound at any time by saying ""Alexa, Pause"". You can also say ""Alexa, Play"" to continue listening.  Enjoy a Cheeky Sleepy Baby. Happy, cheeky and sleepy time for your baby. You can say: ""Alexa, open Cheeky Sleepy Baby"" ""Alexa, launch Cheeky Sleepy Baby"" ""Alexa, start Cheeky Sleepy Baby"" Please leave a 5-star review if you love this skill, or send us an email with your suggestions at support@inspireclub.online. Your 5-star reviews encourage us to keep making more great skills, thanks!"
stellar lullaby sound,https://www.amazon.com/Dyan-Eleuterio-stellar-lullaby-sound/dp/B07F8KX1SQ/ref=sr_1_212?dchild=1&qid=1624575136&rnid=14284832011&s=alexa-skills&sr=1-212,"stellar lullaby sound is a skill to help kids relax. You can say: ""Alexa, open stellar lullaby sound"" ""Alexa, start stellar lullaby sound"" ""Alexa, launch stellar lullaby sound"" Please leave a 5-star review if you love this skill, or send us an email with your suggestions at tellmeskill@gmail.com Your 5-star reviews encourage us to keep making more great skills, thanks!"
healing light relaxation sound,https://www.amazon.com/Dyan-Eleuterio-healing-light-relaxation/dp/B07F8135L4/ref=sr_1_213?dchild=1&qid=1624575136&rnid=14284832011&s=alexa-skills&sr=1-213,"healing light relaxation sound is a skill to help kids relax. You can say: ""Alexa, open healing light relaxation sound"" ""Alexa, start healing light relaxation sound"" ""Alexa, play healing light relaxation sound"" Please leave a 5-star review if you love this skill, or send us an email with your suggestions at tellmeskill@gmail.com Your 5-star reviews encourage us to keep making more great skills, thanks!"
AmericanJukebox,https://www.amazon.com/OlioEngr-Development-AmericanJukebox/dp/B07DPQBY2F/ref=sr_1_225?dchild=1&qid=1624575138&rnid=14284832011&s=alexa-skills&sr=1-225,"This skill will play several American patriotic songs. The songs included are in the public domain. Some of the music is from (is or adapted from) these sources: Musopen (www.musopen.org), BandMusic PDF Library (bandmusicpdf.org), The Cyber Hymnal (hymntime.com), and bandmusicpdf.org."
ocean relaxation sound,https://www.amazon.com/Dyan-Eleuterio-ocean-relaxation-sound/dp/B07F8MDS8Q/ref=sr_1_211?dchild=1&qid=1624575136&rnid=14284832011&s=alexa-skills&sr=1-211,"ocean relaxation sound is a skill to help kids relax. You can say: ""Alexa, open ocean relaxation sound"" ""Alexa, start ocean relaxation sound"" ""Alexa, launch ocean relaxation sound"" Please leave a 5-star review if you love this skill, or send us an email with your suggestions at tellmeskill@gmail.com Your 5-star reviews encourage us to keep making more great skills, thanks!"
three little pigs,https://www.amazon.com/satya-three-little-pigs/dp/B07DMMPK7B/ref=sr_1_227?dchild=1&qid=1624575138&rnid=14284832011&s=alexa-skills&sr=1-227,much loved the three little pigs kids story
Lazy Life,https://www.amazon.com/MOHD-SHOAIB-Lazy-Life/dp/B07CRFH98G/ref=sr_1_236?dchild=1&qid=1624575138&rnid=14284832011&s=alexa-skills&sr=1-236,"This skill packs awesome life hacks for lazy people. Just ask alexa ask lazy life to give me a life hack. If you need help just say Alexa, ask lazy life to help."
angel blessing sound,https://www.amazon.com/Dyan-Eleuterio-angel-blessing-sound/dp/B07F8TFW6S/ref=sr_1_210?dchild=1&qid=1624575136&rnid=14284832011&s=alexa-skills&sr=1-210,"angel blessing sound is a skill to help kids relax. You can say: ""Alexa, open angel blessing sound"" ""Alexa, start angel blessing sound"" ""Alexa, play angel blessing sound"" Please leave a 5-star review if you love this skill, or send us an email with your suggestions at tellmeskill@gmail.com Your 5-star reviews encourage us to keep making more great skills, thanks!"
Dragons Lunch,https://www.amazon.com/West-Coast-Media-Dragons-Lunch/dp/B07DP192MR/ref=sr_1_226?dchild=1&qid=1624575138&rnid=14284832011&s=alexa-skills&sr=1-226,"Dragons Lunch is a skill to entertain preschoolers.  It is a short rhyme that makes children giggle and want it played again. You can say: ""Alexa, open Dragons Lunch"" ""Alexa, start Dragons Lunch"" ""Alexa, play Dragons Lunch"" Please leave a 5-star review if you love this skill. Your 5-star reviews encourage us to keep making more great skills, thanks!"
Toothbrush Time With Fun and Music,https://www.amazon.com/Voice-Apps-That-Rock-Toothbrush/dp/B07DJRH68L/ref=sr_1_228?dchild=1&qid=1624575138&rnid=14284832011&s=alexa-skills&sr=1-228,"Toothbrush Time With Fun and Music is a skill that helps kids to enjoy brushing their teeth while listening to a fun toothbrush song. No more stressful battles and wrestling over getting your child to brush their teeth! May be good for bigger kids and adults too! You can say: ""Alexa, start Toothbrush Time"" ""Alexa, open Toothbrush Time"" ""Alexa, launch Toothbrush Time"" Music by: - Brushy Brush: by Sesame Street - Stop Zombie Mouth!: by Plants vs. Zombies - Silly Brushing Song (Brush 'Em Up!): by Laurie Berkner & Tom's of Maine - Brush Along with Budd: by Brush Up with Dr. Bob - Brush Your Teeth: by Super Simple Songs - Kids Songs - This is the Way We Brush Our Teeth: by Little Baby Bum - Nursery Rhymes & Kids Songs Logo by:  Clean tooth background by Cornecoba from Freepik"
Filipino Nursery Rhymes,https://www.amazon.com/Voice-Apps-That-Rock-Filipino/dp/B07CXSJR7V/ref=sr_1_235?dchild=1&qid=1624575138&rnid=14284832011&s=alexa-skills&sr=1-235,"With this skill, kids will surely enjoy listening and dancing to old time favorite Filipino nursery rhymes, while learning in Tagalog about counting, animals, colors, vegetables, and many more, in a fun way! The skill content contains nursery rhymes in Tagalog language from the Philippines. Watch out for Alexa trying to also speak in Tagalog at the end! With the nature of this skill, it is obviously intended for those who want to teach their kids to speak or understand Tagalog/Filipino language through classic Filipino nursery rhymes. We all know that humans can easily remember words through songs. To start, say: ""Alexa, open Filipino Nursery Rhymes"" or ""Alexa, open Filipino Nursery Rhymes and play all songs"" or ""Alexa, open Filipino Nursery Rhymes and play a random song"" or ""Alexa, open Filipino Nursery Rhymes and play shuffle"" To play song(s), say: ""<song title>"" ""Give me the list of songs"" ""Play all"" ""Play a random song"" ""Shuffle"" To ask for help, say: ""Help"" ""Give me the list of songs"" When a song ends or while it is playing, you can say: ""Alexa, change song"" Here's the list of available songs. English translations included which you can also use to tell Alexa. ""Bahay Kubo"" (Nipa Hut) ""Tatlong Bibi"" (Three Ducks) ""Tong Tong Pakitong Kitong (Crab Song) ""Leron Leron Sinta"" ""Pen Pen De Sarapen"" ""Jack en Poy"" (Jack and Poy) ""Sampung Mga Daliri"" (Ten Fingers) ""Ako ay may Lobo"" (I have a Balloon) ""Maliliit na Gagamba"" (Itsy Bitsy Spider) ""Nang si Lolo ay Mangisda"" (When Grandpa Goes Fishing) ""Amang Daliri"" (Father Finger) ""Isa Dalawa Tatlo"" (One Two Three) ""Limang Palaka"" (Five Frogs) ""Kulay"" (Color) ""Isa Dalawa Tatlong mga Ibon"" (One Two Three Birds) ""Pitsel"" (Pitcher) ""Limang Bibi"" (Five Ducks) ""Isa Dalawa Tatlong Mga Bata (One Two Three Children) ""Munting Biik"" (Small Pigs) ""Sipilyo"" (Toothbrush) Logo by: Freepik from Flaticon (Modified to add musical notes) Music by: Awiting Pambata TV"
read poem,https://www.amazon.com/jerrydedsec-read-poem/dp/B079YP2QP1/ref=sr_1_240?dchild=1&qid=1624575138&rnid=14284832011&s=alexa-skills&sr=1-240,"Alexa will read a poem ""Stopping by Woods on a Snowy Evening"" By Robert Frost."
happy birthday in many languages,https://www.amazon.com/happy-birthday-in-many-languages/dp/B07CQQWWRT/ref=sr_1_237?dchild=1&qid=1624575138&rnid=14284832011&s=alexa-skills&sr=1-237,"Enable alexa skill ""Birthday wisher"" and wish your friends and family in different languages like Hindi, Tamil, Punjabi, Bhojpuri, English. You can ask ""Alexa ask birthday wisher, wish shashank in Bhojpuri"" and place a phone call or video call to enjoy the birthday wish with your friend. Many more languages to be added soon. Watch out the space.Alexa, open birthday wisher"
Camera facts,https://www.amazon.com/Dreamspace-Camera-facts/dp/B07BT6XCWS/ref=sr_1_239?dchild=1&qid=1624575138&rnid=14284832011&s=alexa-skills&sr=1-239,This skill has basic information how dslr works.
Inspirational Motivator,https://www.amazon.com/Muud-Inspirational-Motivator/dp/B07C9TP4NZ/ref=sr_1_238?dchild=1&qid=1624575138&rnid=14284832011&s=alexa-skills&sr=1-238,"The Inspirational Motivator helps to simultaneously motivate and inspire users to provide a productivity boost, selecting from one of 100 carefully selected inspirational quotes. By promoting a healthy and positive motivated mindset, this skill aims to promote task productivity, support self-improvement, and improve mental health. Whether you are working, relaxing, or just going about your day, the Inspirational Motivator is here to give your mood a boost! New in V2: More Inspiring and Motivational Quotes, and support for devices with displays!"
Children Rainbow Song,https://www.amazon.com/Naletins-Children-Rainbow-Song/dp/B07D1JMTBC/ref=sr_1_234?dchild=1&qid=1624575138&rnid=14284832011&s=alexa-skills&sr=1-234,"This is a fun and easy children rainbow song that can be learned and sung by children and adults.  Alexa teaches children to learn the song when they say help.  If they do not want to learn the song, it can just be listened  to by saying yes.  The song has a catchy and fun tune that can be sang at parties, at school, or just for fun."
Ivy's Impossible Dream,https://www.amazon.com/SLHFsocial-Ivys-Impossible-Dream/dp/B07D5C2CG1/ref=sr_1_231?dchild=1&qid=1624575138&rnid=14284832011&s=alexa-skills&sr=1-231,"Follow Ivy on a journey of big mistakes and many small wins in this short narrated story of ""Ivy's Impossible Dream."" Or listen to a ""friends dream"" to explore the many possibilities for a dream from people around the world."
Whales Singing,https://www.amazon.com/Greenhall-Media-Whales-Singing/dp/B07D4J4859/ref=sr_1_232?dchild=1&qid=1624575138&rnid=14284832011&s=alexa-skills&sr=1-232,"Whales Singing is a skill to help you _____________________. You can say: ""Alexa, open Whales Singing"" ""Alexa, start Whales Singing"" ""Alexa, start Whales Singing"" This is a free app and you can help us with  a 5-star review if you love this skill. Your 5-star reviews encourage us to keep making more great skills, thanks!"
Ocean Waves,https://www.amazon.com/Greenhall-Media-Ocean-Waves/dp/B07D4BTCVJ/ref=sr_1_233?dchild=1&qid=1624575138&rnid=14284832011&s=alexa-skills&sr=1-233,"The sounds of Ocean Waves has always had a soothing and calming effect for humans and for 4 hours this sound can be played as background for your work or home or for sending you into a deep sleep. Just ask Alexa to play ocean waves and you will have this beautiful sound in your home bedroom or office. This a free app so use it and share it with your friends and give your review for others who may find it helpful  You can say: ""Alexa, open Ocean Waves"" ""Alexa, start Ocean Waves"" ""Alexa, start Ocean Waves"" Please if you will  leave a 5-star review if you love this skill,  Your 5-star reviews encourage us to keep making more great skills, thanks!"
Song and Story,https://www.amazon.com/islevoiceover-Song-and-Story/dp/B07DFKFP9Q/ref=sr_1_229?dchild=1&qid=1624575138&rnid=14284832011&s=alexa-skills&sr=1-229,"A beautiful piece of music always comes with a story. From Opera to Classics, you’ll find a wide variety of piano renditions that will be familiar to you here on this short podcast. It’s a great way to learn a little more while listening to some of the most beautiful themes in our traditional musical library. Listen to the story that goes along with it, and do some research yourself. The history of music covers centuries, and the origins of some of these pieces can be understood through study of the life and times of the composer. Listen on!"
