skill_name,skill_link,skill_description
Santa's Best letter,https://www.amazon.com/Laya-Santas-Best-letter/dp/B08R3P4GTB/ref=sr_1_65?dchild=1&qid=1624647834&rnid=14284832011&s=alexa-skills&sr=1-65,Write and send a letter to Santa. Then check back every day to track its progress to the North Pole. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Quiz Anita,https://www.amazon.com/Harvey-Emanuels-Quiz-Anita/dp/B08T1FGKP3/ref=sr_1_50?dchild=1&qid=1624647832&rnid=14284832011&s=alexa-skills&sr=1-50,Alexa will read aloud to you and ask you questions about each passage. Test your memory by remembering tricky details about the story. Answer correctly and achieve a high score. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Whose Turn,https://www.amazon.com/Alexa-Blueprints-User-Whose-Turn/dp/B08QJGJJSS/ref=sr_1_70?dchild=1&qid=1624647834&rnid=14284832011&s=alexa-skills&sr=1-70,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
my new compliments,https://www.amazon.com/benji-kaplan-my-new-compliments/dp/B08QS267FC/ref=sr_1_69?dchild=1&qid=1624647834&rnid=14284832011&s=alexa-skills&sr=1-69,Ask Alexa to compliment your favorite people (or even yourself!) and she will choose from a list of compliments. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
How Many Days,https://www.amazon.com/Deborah-How-Many-Days/dp/B08QS2JS5Q/ref=sr_1_68?dchild=1&qid=1624647834&rnid=14284832011&s=alexa-skills&sr=1-68,Open the skill and Alexa will automatically tell you how many days remain until all your upcoming events. Alexa can also remind you about the exact date for a specific events. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Santa's Letter,https://www.amazon.com/Default-User-Santas-Letter/dp/B08QZD5Z16/ref=sr_1_67?dchild=1&qid=1624647834&rnid=14284832011&s=alexa-skills&sr=1-67,Write and send a letter to Santa. Then check back every day to track its progress to the North Pole. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Cuando es fin de año,https://www.amazon.com/Luis-When-end-year/dp/B08QZVQVRW/ref=sr_1_66?dchild=1&qid=1624647834&rnid=14284832011&s=alexa-skills&sr=1-66,Abre la skill y Alexa te dirá automáticamente cuántos días faltan para todos tus eventos próximos. Alexa también puede recordarte la fecha exacta de eventos específicos. Esta skill se creó usando un Skill Blueprint. Tus solicitudes para esta skill no se comparten con el desarrollador de la skill.
Whose Turn,https://www.amazon.com/Jeni-Whose-Turn/dp/B08QCG2NK1/ref=sr_1_74?dchild=1&qid=1624647834&rnid=14284832011&s=alexa-skills&sr=1-74,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
My Family's Jokes,https://www.amazon.com/Uniquely-Sites-My-Familys-Jokes/dp/B08QCWGY8P/ref=sr_1_73?dchild=1&qid=1624647834&rnid=14284832011&s=alexa-skills&sr=1-73,"These fun, lighthearted jokes were made to add a chuckle to your family's day. When using the skill, you can say ""Alexa, next"" to move to the next joke. Release notes: - New jokes added weekly - Laughs after each joke make the experience more realistic Tips for skill use: - At any point, you can say ""Alexa, stop"" to exit the skill.  Note: This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
Chore chart,https://www.amazon.com/Caleb-Chore-chart/dp/B08N398GMF/ref=sr_1_80?dchild=1&qid=1624647834&rnid=14284832011&s=alexa-skills&sr=1-80,"Use this skill to keep track of chores that are assigned to each member of your household. You can ask Alexa to read the list of chores that are assigned to you each day, and you can log your chores as you complete them. Alexa automatically keeps score so you can complete with family members to see who finishes their chores first. Or last! The chore tracker automatically resets on Sunday each week. This skill was created using a Skill Blueprint.  Your requests to this skill are not shared with the skill developer."
Quién le toca,https://www.amazon.com/Devkingos-Who-touches-him/dp/B08NW9QQ2H/ref=sr_1_79?dchild=1&qid=1624647834&rnid=14284832011&s=alexa-skills&sr=1-79,"La próxima vez que estés tratando de decidir a quién le toca escoger algo o hacer alguna tarea, solo pídele a Alexa que te ayude. Por ejemplo, si estás tratando de decidir a quién le toca escoger una película en una noche de película, Alexa puede seleccionar al azar el nombre de alguien de la lista. O si estás tratando de decidir quién debe sacar la basura, ¡Alexa también puede ayudar con eso!"
Christmas count down,https://www.amazon.com/Jasmine-Butler-Christmas-count-down/dp/B08PDGRB4D/ref=sr_1_77?dchild=1&qid=1624647834&rnid=14284832011&s=alexa-skills&sr=1-77,Open the skill and Alexa will automatically tell you how many days remain until all your upcoming events. Alexa can also remind you about the exact date for a specific events. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Chore chart,https://www.amazon.com/James-Chore-chart/dp/B08PKBGB6T/ref=sr_1_76?dchild=1&qid=1624647834&rnid=14284832011&s=alexa-skills&sr=1-76,"Use this skill to keep track of chores that are assigned to each member of your household. You can ask Alexa to read the list of chores that are assigned to you each day, and you can log your chores as you complete them. Alexa automatically keeps score so you can complete with family members to see who finishes their chores first. Or last! The chore tracker automatically resets on Sunday each week. This skill was created using a Skill Blueprint.  Your requests to this skill are not shared with the skill developer."
Mystic Eight Ball,https://www.amazon.com/Kuulani-Seto-Mystic-Eight-Ball/dp/B08P52DRDV/ref=sr_1_78?dchild=1&qid=1624647834&rnid=14284832011&s=alexa-skills&sr=1-78,"Ask Alexa yes/no questions any time, and she'll provide a randomly-selected response (some variation of yes, no, or maybe). You can ask as many questions as you want as often as you want. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
Whose Turn,https://www.amazon.com/Colyn-Whose-Turn/dp/B08QJB9QTK/ref=sr_1_72?dchild=1&qid=1624647834&rnid=14284832011&s=alexa-skills&sr=1-72,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Santa's Status,https://www.amazon.com/Neighborhood-Stage-Productions-Santas-Status/dp/B08Q7VYM7Z/ref=sr_1_75?dchild=1&qid=1624647834&rnid=14284832011&s=alexa-skills&sr=1-75,"Santa's status let's you know everyday between Thanksgiving and Christmas, what is going on at the North Pole that day. Santa tells you what the elves are making. Mirthy elf stops by with a joke. And Santa challenges the boys and girls to do something else to keep them on the nice list."
How Many Days,https://www.amazon.com/J0vian-How-Many-Days/dp/B08QJDP4CB/ref=sr_1_71?dchild=1&qid=1624647834&rnid=14284832011&s=alexa-skills&sr=1-71,Open the skill and Alexa will automatically tell you how many days remain until all your upcoming events. Alexa can also remind you about the exact date for a specific events. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Who Next,https://www.amazon.com/Johanna-Who-Next/dp/B08N18LZLP/ref=sr_1_81?dchild=1&qid=1624647836&rnid=14284832011&s=alexa-skills&sr=1-81,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Quién le toca,https://www.amazon.com/JuankR-Who-touches-him/dp/B08M486PLF/ref=sr_1_85?dchild=1&qid=1624647836&rnid=14284832011&s=alexa-skills&sr=1-85,"La próxima vez que estés tratando de decidir a quién le toca escoger algo o hacer alguna tarea, solo pídele a Alexa que te ayude. Por ejemplo, si estás tratando de decidir a quién le toca escoger una película en una noche de película, Alexa puede seleccionar al azar el nombre de alguien de la lista. O si estás tratando de decidir quién debe sacar la basura, ¡Alexa también puede ayudar con eso!"
Whose Turn,https://www.amazon.com/Sheila-Whose-Turn/dp/B08LPQDKR9/ref=sr_1_86?dchild=1&qid=1624647836&rnid=14284832011&s=alexa-skills&sr=1-86,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Christmas Count down,https://www.amazon.com/Leah-Bytheway-Christmas-Count-down/dp/B08MFJJJ9R/ref=sr_1_84?dchild=1&qid=1624647836&rnid=14284832011&s=alexa-skills&sr=1-84,Open the skill and Alexa will automatically tell you how many days remain until all your upcoming event/Holiday/ Christmas. Alexa can also remind you about the exact date for a specific events. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Hilarious Jokes,https://www.amazon.com/PG-Creations-Hilarious-Jokes/dp/B08MQNH928/ref=sr_1_82?dchild=1&qid=1624647836&rnid=14284832011&s=alexa-skills&sr=1-82,"Try these funny jokes to add more fun to your day. They are perfect to get you laughing when you need it. When using the skill, you can say ""Alexa, next"" to move to the next joke. At any point, you can say ""Alexa, stop"" to exit the skill."
My Compliments,https://www.amazon.com/Nishal-Dsouza-My-Compliments/dp/B08MLJHCH3/ref=sr_1_83?dchild=1&qid=1624647836&rnid=14284832011&s=alexa-skills&sr=1-83,Ask Alexa to compliment your favorite people (or even yourself!) and she will choose from a list of compliments. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Whose Turn,https://www.amazon.com/Chad-G-Whose-Turn/dp/B08LH7N3FM/ref=sr_1_89?dchild=1&qid=1624647836&rnid=14284832011&s=alexa-skills&sr=1-89,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
The magic forest,https://www.amazon.com/Ear-Reality-The-magic-forest/dp/B08LLF93ST/ref=sr_1_88?dchild=1&qid=1624647836&rnid=14284832011&s=alexa-skills&sr=1-88,"Meet Woodward, the guardian of stories and dreams, and join him on your first journey into the magical forest! With a mysterious new friend you then go on a treasure hunt. This is an audio book where your own answers decide the course of the story. You are in the middle of the story and your decisions determine how the story ends! You can play three episodes: - A New Friend - The Rainbow River - The Honey Trip Some of the choices you make will affect the story or the end of the story only later on. You can also play ""The magical forest"" multiple times to experience a completely different story."
Whose Turn,https://www.amazon.com/Lora-Harvey-Whose-Turn/dp/B08KBCX2R3/ref=sr_1_96?dchild=1&qid=1624647836&rnid=14284832011&s=alexa-skills&sr=1-96,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Who's turn is it to take out trash,https://www.amazon.com/Whos-turn-take-out-trash/dp/B08KHH4ZD3/ref=sr_1_95?dchild=1&qid=1624647836&rnid=14284832011&s=alexa-skills&sr=1-95,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
